hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,customer_id,customer_name
City Hotel,0,4,2017,March,12,22,0,1,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,94.0,0,0,Check-Out,2017-03-23,108223,Tanvi Jain
City Hotel,1,4,2017,February,8,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Group,80.0,0,0,Canceled,2017-02-20,63894,Neha Gupta
City Hotel,1,59,2017,August,34,24,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Canceled,2017-06-26,73589,Priya Nair
City Hotel,0,2,2016,May,20,14,1,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,,,0,Transient,90.0,1,1,Check-Out,2016-05-16,89111,Neha Gupta
Resort Hotel,0,140,2017,June,24,13,2,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,242.0,,0,Transient,110.0,0,0,Check-Out,2017-06-20,37591,Kritika Rao
Resort Hotel,0,37,2016,May,20,8,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,168.0,,0,Transient,46.0,0,1,Check-Out,2016-05-10,24111,Neha Gupta
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0,Canceled,2016-09-06,58659,Arjun Sharma
City Hotel,0,12,2016,May,20,11,0,4,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,104.0,0,0,Check-Out,2016-05-15,89027,Tanvi Jain
City Hotel,0,7,2015,September,38,16,0,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Contract,113.6,0,0,Check-Out,2015-09-18,43307,Riya Verma
Resort Hotel,0,104,2015,September,36,2,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,71.69,0,0,Check-Out,2015-09-07,1623,Riya Verma
Resort Hotel,1,196,2016,August,36,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,121.47,0,1,Canceled,2016-08-17,7944,Aisha Khan
City Hotel,0,0,2016,January,4,22,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,106.0,0,1,Check-Out,2016-01-25,83327,Sahil Bansal
City Hotel,1,10,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,83.58,0,0,Canceled,2015-12-31,46550,Riya Verma
City Hotel,1,98,2017,March,9,3,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0,Canceled,2017-01-19,64357,Arjun Sharma
City Hotel,0,16,2016,December,50,9,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,81.09,0,1,Check-Out,2016-12-12,103229,Tanvi Jain
Resort Hotel,0,4,2016,August,32,4,1,3,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,253.5,0,1,Check-Out,2016-08-08,26799,Rohan Mehta
City Hotel,0,22,2016,April,16,14,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.6,0,2,Check-Out,2016-04-19,87491,Tanvi Jain
City Hotel,0,85,2016,April,14,1,0,2,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,81.9,0,0,Check-Out,2016-04-03,48977,Tanvi Jain
City Hotel,0,301,2016,July,31,30,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-08-01,94281,Tanvi Jain
City Hotel,1,95,2016,November,45,5,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,75.0,0,0,Canceled,2016-10-21,60158,Priya Nair
Resort Hotel,0,364,2016,October,42,12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,8869,Vivek Patel
City Hotel,0,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-04,44305,Amit Singh
City Hotel,0,42,2017,June,23,10,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,1,Check-Out,2017-06-12,113886,Diya Kapoor
Resort Hotel,0,203,2017,May,21,25,1,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,,223.0,0,Transient-Party,55.0,1,0,Check-Out,2017-05-29,36905,Arjun Sharma
City Hotel,0,56,2015,September,38,17,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20.0,,0,Transient-Party,82.0,0,0,Check-Out,2015-09-19,43358,Neha Gupta
Resort Hotel,0,0,2016,February,9,27,0,1,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,146.0,1,0,Check-Out,2016-02-28,21476,Amit Singh
Resort Hotel,1,18,2016,May,22,27,0,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,145.0,0,1,Canceled,2016-05-14,6285,Tanvi Jain
City Hotel,1,129,2017,June,22,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0,Canceled,2017-01-24,69709,Amit Singh
City Hotel,0,9,2015,August,34,19,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,1,Check-Out,2015-08-22,41696,Aisha Khan
City Hotel,1,304,2015,August,34,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,74547,Rohan Mehta
Resort Hotel,0,0,2015,November,45,3,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2015-11-04,14524,Kritika Rao
Resort Hotel,1,260,2015,September,38,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,54.99,0,0,Canceled,2015-06-17,15300,Tanvi Jain
Resort Hotel,0,96,2017,March,11,12,4,7,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,52.55,0,0,Check-Out,2017-03-23,34501,Manish Yadav
Resort Hotel,1,172,2017,August,34,26,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,207.0,0,0,Canceled,2017-03-08,13775,Amit Singh
City Hotel,0,39,2015,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-08-16,41342,Vivek Patel
City Hotel,0,65,2016,March,14,28,1,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient-Party,103.5,0,2,Check-Out,2016-03-31,86346,Tanvi Jain
City Hotel,0,0,2016,May,20,14,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-05-15,89062,Amit Singh
Resort Hotel,0,126,2017,May,18,2,0,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,64.8,1,0,Check-Out,2017-05-04,35989,Sameer Shah
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06,82928,Riya Verma
City Hotel,0,27,2017,July,27,2,2,0,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,250.0,0,0,Check-Out,2017-07-04,115394,Tanvi Jain
Resort Hotel,0,44,2016,May,21,18,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,81.0,1,1,Check-Out,2016-05-20,24497,Aisha Khan
Resort Hotel,1,157,2017,August,34,22,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,237.5,0,0,Canceled,2017-07-05,13715,Vivek Patel
City Hotel,1,19,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,48.0,0,0,Canceled,2015-09-11,43706,Amit Singh
City Hotel,0,0,2016,April,18,29,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,29.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-05-01,88224,Kunal Joshi
Resort Hotel,0,61,2017,May,21,26,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,241.0,,0,Transient,68.0,0,1,Check-Out,2017-05-29,36903,Sameer Shah
City Hotel,0,172,2016,July,31,26,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,72.25,0,0,Check-Out,2016-08-01,94299,Manish Yadav
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,95.0,0,0,Canceled,2016-10-21,59526,Kritika Rao
City Hotel,1,267,2016,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,48932,Neha Gupta
City Hotel,0,39,2017,June,23,9,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,220.0,0,1,Check-Out,2017-06-11,113814,Amit Singh
Resort Hotel,0,26,2017,April,16,17,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,8,A,A,0,No Deposit,,82.0,0,Transient,45.0,0,0,Check-Out,2017-04-18,13982,Kunal Joshi
Resort Hotel,1,82,2016,February,7,7,2,0,2,0.0,0,Undefined,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67.0,,0,Transient-Party,66.0,0,0,Canceled,2016-01-26,18447,Kunal Joshi
City Hotel,1,350,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,4.0,,17,Transient,90.0,0,0,Canceled,2015-11-02,79828,Kritika Rao
City Hotel,1,82,2017,May,19,8,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.0,0,0,Canceled,2017-02-15,67978,Diya Kapoor
City Hotel,0,84,2017,March,12,25,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,1,Check-Out,2017-03-29,108671,Sameer Shah
City Hotel,0,0,2016,June,26,20,1,1,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,123.25,0,0,Check-Out,2016-06-22,91530,Vivek Patel
Resort Hotel,0,191,2016,April,17,22,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,85.33,0,0,Check-Out,2016-04-25,5311,Riya Verma
Resort Hotel,0,272,2015,September,40,30,0,3,1,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,256.0,,0,Transient-Party,0.0,0,0,Check-Out,2015-10-03,17385,Kunal Joshi
City Hotel,0,49,2016,January,3,15,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,69.22,0,1,Check-Out,2016-01-17,83148,Aisha Khan
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,76192,Priya Nair
City Hotel,1,300,2016,November,46,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2016-03-14,60552,Arjun Sharma
City Hotel,0,78,2016,December,52,20,1,5,3,0.0,0,BB,AUS,Direct,Direct,0,0,0,G,A,0,No Deposit,14.0,,0,Transient-Party,119.4,0,2,Check-Out,2016-12-26,103588,Rohan Mehta
City Hotel,1,50,2016,June,26,21,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2016-05-24,53575,Vivek Patel
City Hotel,0,67,2017,May,18,2,0,3,2,0.0,0,BB,NOR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,409.0,0,Transient-Party,120.0,0,0,Check-Out,2017-05-05,111094,Priya Nair
City Hotel,0,39,2017,June,23,9,0,2,2,0.0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.0,0,0,Check-Out,2017-06-11,113818,Kunal Joshi
City Hotel,0,8,2016,September,38,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,159.0,0,0,Check-Out,2016-09-16,97471,Rohan Mehta
City Hotel,1,32,2017,June,26,28,0,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,216.67,0,0,Canceled,2017-05-27,71211,Neha Gupta
Resort Hotel,0,7,2017,March,9,2,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,D,D,0,No Deposit,,223.0,0,Transient-Party,47.0,0,0,Check-Out,2017-03-06,33984,Diya Kapoor
Resort Hotel,0,96,2017,March,12,19,2,5,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient-Party,34.0,0,0,Check-Out,2017-03-26,34567,Rohan Mehta
City Hotel,0,1,2015,October,41,9,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,2,Check-Out,2015-10-13,78715,Riya Verma
City Hotel,1,42,2016,December,51,11,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2,Canceled,2016-11-02,61551,Tanvi Jain
City Hotel,0,36,2015,October,42,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26.0,,0,Transient-Party,112.0,0,0,Check-Out,2015-10-16,44956,Aisha Khan
City Hotel,0,0,2015,November,46,14,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Contract,85.0,0,2,Check-Out,2015-11-15,80348,Sahil Bansal
Resort Hotel,0,317,2017,April,17,23,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,273.0,,64,Transient-Party,78.94,0,0,Check-Out,2017-04-30,35804,Diya Kapoor
City Hotel,0,12,2016,October,42,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,18,A,D,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016-10-13,78426,Diya Kapoor
City Hotel,0,87,2016,August,35,27,2,4,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,112.03,0,2,Check-Out,2016-09-02,96501,Kritika Rao
Resort Hotel,1,67,2016,October,41,6,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,139.0,0,0,Canceled,2016-08-03,8689,Aisha Khan
City Hotel,0,34,2016,February,7,8,1,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.9,0,0,Check-Out,2016-02-13,47224,Arjun Sharma
City Hotel,0,176,2017,March,10,9,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-03-12,107451,Manish Yadav
City Hotel,0,6,2017,June,24,13,0,2,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,99.0,0,0,Check-Out,2017-06-15,114078,Vivek Patel
City Hotel,0,6,2015,December,50,10,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0.0,0,1,Check-Out,2015-12-12,81549,Vivek Patel
City Hotel,0,221,2017,June,25,23,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,89.1,0,2,Check-Out,2017-06-25,114701,Kunal Joshi
City Hotel,0,104,2017,March,12,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,75.0,0,1,Check-Out,2017-03-26,108386,Rohan Mehta
City Hotel,1,56,2017,February,5,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,60.0,0,0,Canceled,2016-12-07,63284,Kritika Rao
City Hotel,0,0,2016,March,11,7,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,91.0,,0,Transient,80.0,0,0,Check-Out,2016-03-08,85121,Riya Verma
Resort Hotel,0,243,2016,October,41,6,2,3,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,1,No Deposit,91.0,,0,Transient-Party,53.1,0,0,Check-Out,2016-10-11,28917,Aisha Khan
Resort Hotel,1,35,2016,December,50,7,0,4,2,1.0,0,FB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,120.5,0,0,Canceled,2016-11-24,9627,Neha Gupta
Resort Hotel,0,4,2015,July,30,19,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.5,1,2,Check-Out,2015-07-21,644,Aisha Khan
City Hotel,0,1,2016,January,1,2,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.93,0,0,Check-Out,2016-01-05,46558,Priya Nair
City Hotel,0,65,2016,November,48,20,1,0,1,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Check-Out,2016-11-21,102084,Kritika Rao
City Hotel,0,9,2017,July,28,14,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.0,0,1,Check-Out,2017-07-16,116308,Kritika Rao
Resort Hotel,0,153,2016,April,16,14,0,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient-Party,123.0,0,2,Check-Out,2016-04-17,23294,Kritika Rao
City Hotel,1,132,2016,July,28,5,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.83,0,0,Canceled,2016-03-05,54110,Priya Nair
City Hotel,1,104,2016,June,24,9,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016-03-01,52802,Sahil Bansal
Resort Hotel,1,41,2015,November,46,12,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Canceled,2015-11-09,3165,Kunal Joshi
City Hotel,0,14,2017,February,7,13,1,0,3,0.0,0,BB,KOR,Direct,Direct,0,0,0,A,D,2,No Deposit,14.0,,0,Transient,98.0,0,1,Check-Out,2017-02-14,105775,Tanvi Jain
City Hotel,1,178,2016,September,37,9,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,135.0,0,0,Canceled,2016-03-23,56691,Sahil Bansal
Resort Hotel,0,77,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Contract,56.0,1,1,Check-Out,2015-10-11,2397,Kunal Joshi
City Hotel,0,0,2017,March,11,14,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,28.0,,0,Transient,65.0,0,0,Check-Out,2017-03-15,107692,Neha Gupta
City Hotel,0,36,2016,March,10,1,0,1,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,185.0,0,Transient-Party,86.5,0,0,Check-Out,2016-03-02,84793,Kunal Joshi
Resort Hotel,0,83,2016,November,46,12,2,5,1,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,57.64,0,0,Check-Out,2016-11-19,30404,Amit Singh
City Hotel,1,3,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Transient-Party,66.0,0,1,Canceled,2016-02-25,78391,Arjun Sharma
Resort Hotel,1,96,2016,October,42,9,2,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Canceled,2016-09-07,8783,Kritika Rao
Resort Hotel,0,22,2015,October,41,9,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,83.0,1,2,Check-Out,2015-10-13,2440,Kritika Rao
City Hotel,0,40,2016,October,42,10,1,2,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Check-Out,2016-10-13,99504,Arjun Sharma
City Hotel,1,437,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-03-14,50605,Priya Nair
City Hotel,0,66,2015,November,47,19,0,1,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,81.9,0,2,Check-Out,2015-11-20,80707,Kunal Joshi
City Hotel,1,323,2015,September,36,5,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,75496,Rohan Mehta
Resort Hotel,1,31,2017,August,34,25,2,2,2,0.0,0,BB,GIB,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,250.0,0,2,Canceled,2017-08-13,13760,Kritika Rao
City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-09-09,44418,Manish Yadav
City Hotel,0,17,2015,August,35,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient-Party,90.0,0,1,Check-Out,2015-08-30,42075,Kunal Joshi
Resort Hotel,0,89,2017,April,15,14,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient-Party,122.0,0,3,Check-Out,2017-04-16,35318,Arjun Sharma
City Hotel,0,41,2016,April,16,12,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Check-Out,2016-04-15,87246,Kunal Joshi
City Hotel,1,88,2017,May,20,17,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-02-18,68535,Amit Singh
City Hotel,0,56,2016,November,46,11,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,3,Check-Out,2016-11-15,101709,Neha Gupta
City Hotel,0,225,2017,June,26,29,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.7,0,3,Check-Out,2017-07-02,115204,Vivek Patel
City Hotel,1,1,2016,January,4,23,2,1,2,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0,No-Show,2016-01-23,46986,Riya Verma
Resort Hotel,0,0,2015,October,44,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2015-10-28,2808,Tanvi Jain
Resort Hotel,1,209,2016,July,28,8,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,163.0,0,0,Canceled,2016-04-01,6973,Manish Yadav
Resort Hotel,0,0,2017,February,9,27,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,62.0,1,0,Check-Out,2017-03-01,33808,Rohan Mehta
City Hotel,1,96,2017,May,19,11,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.0,0,0,Canceled,2017-02-15,68115,Priya Nair
City Hotel,0,113,2016,April,16,15,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,1,Check-Out,2016-04-17,49687,Riya Verma
City Hotel,0,32,2017,February,9,26,2,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,2,Check-Out,2017-03-02,106837,Sameer Shah
City Hotel,1,326,2015,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-05-28,75003,Sameer Shah
